study_hours,attendance,prev_score,pass
4.370861069626263,82.10158230771438,46.187432130155955,0
9.556428757689245,54.206998249752445,94.15317440077399,0
7.587945476302646,58.08143570473069,70.31514234687143,0
6.387926357773329,94.92770942635397,89.5874479664645,1
2.4041677639819286,80.3214529829795,59.20297606183671,0
2.403950683025824,50.45985258083148,93.73139370977202,0
1.5227525095137953,55.073577143301605,63.35210072404979,0
8.795585311974417,83.1750884554028,40.650259088817904,0
6.41003510568888,50.253079192310935,94.32291858515582,0
7.372653200164409,58.04040257087493,45.477200607168015,0
1.185260448662222,77.4366894683293,59.15881825542489,0
9.72918866945795,84.59475988463467,97.0037180230483,1
8.491983767203795,82.59806297513003,97.03642881625336,1
2.9110519961044856,61.21346547302799,74.40627328739717,0
2.636424704863906,85.6089610673768,77.91023273018796,0
2.650640588680904,61.862454374840006,66.90673131869919,0
3.7381801866358395,66.26998490796339,57.592646301883875,0
5.72280788469014,87.32457025590121,59.71987272219496,0
4.887505167779041,82.48164495236074,80.35110736462231,0
3.6210622617823773,92.4611705247089,85.1424717662608,0
6.506676052501415,82.88064461501716,87.4947426235509,1
2.2554447458683766,78.41543016677358,87.37708856767324,0
3.629301836816963,54.683738391404624,45.47236618292142,0
4.297256589643226,68.38579015297168,69.66521828215488,0
5.104629857953324,63.26011838408627,43.45352560099866,0
8.066583652537123,62.19948216895418,72.97173293942413,0
2.7970640394252375,98.65052773762227,66.49183008240263,0
5.628109945722504,69.65488623333802,93.26225096549798,0
6.331731119758382,94.60232775885567,61.05490075312472,1
1.4180537144799796,81.55693129986315,47.02402098565635,0
6.467903667112945,89.74056517708243,48.57950092317015,0
2.5347171131856236,75.1318546552596,85.69063790304833,0
1.5854643368675156,78.84519423131795,77.09308379897567,0
9.539969835279999,74.6258846909432,46.067360567367416,0
9.690688297671034,59.76214938990223,45.04640836689985,0
8.275576133048151,86.12260576307526,82.0581478875472,1
3.741523922560336,64.03861812204279,44.365780381851614,0
1.8790490260574548,51.21579832157269,89.31160355742136,0
7.158097238609412,82.27361479535838,82.37453362938977,1
4.961372443656412,58.85553397035245,44.880926838513986,0
2.0983441136030097,97.02292921764572,45.09026284511152,0
5.456592191001432,97.69642885012937,99.19837471007052,1
1.3094966900369656,95.74321951102243,62.45624774536722,0
9.18388361870904,68.50793501277222,62.23852882401346,0
3.3290198344001523,50.77283082644337,88.76797403545015,0
6.962700559185838,96.41592812938626,96.83491464303152,1
3.8053996848046987,71.40920741586572,99.16006382937226,0
5.680612190600297,98.33274095218349,85.2026911155365,1
5.920392514089517,98.18099885446264,62.57557513185495,1
2.6636900997297435,92.650472773368,45.010043001920124,0
9.726261649881026,64.72244460347929,86.6288149556462,0
7.976195410250031,69.25488643009626,73.5042549841483,0
9.455490474077703,92.55683357584284,65.45332055481857,1
9.053446153848839,65.84610025781389,94.38126310568416,0
6.381099809299767,58.474637334304624,46.67184893836908,0
9.296868115208051,77.84006312291751,69.55750625745155,1
1.7964325184672756,96.80773870803904,40.68121868604514,0
2.763845761772307,84.80148983374865,68.11963851964758,0
1.4070456001948426,78.50305850446824,43.37819654091024,0
3.927972976869379,54.85882468853843,47.12907497608431,0
4.498095607205338,80.75036133495848,47.05157480662629,0
3.442141285965063,99.50269250521316,78.95261812696381,0
8.458637582367365,57.0042007618262,84.7626927559254,0
4.210779940242304,75.91648261818683,75.00212590582959,0
3.5284105871864266,93.86865359639776,97.73035290847253,0
5.884264748424236,87.03843088771022,62.49223477142225,1
2.2683180247728636,84.8507870497634,57.14272517691164,0
8.219772826786357,85.12420419935546,92.11594769136761,1
1.6709557931179373,67.97455756098776,53.41575031116716,0
9.881982429404655,64.67959221322467,97.79335236643668,0
7.9502029236699165,90.46805777392568,40.72926848138898,0
2.7884411338075514,90.50566973395904,98.19272960245834,0
1.0496990541124216,93.35361592900519,42.589594717034565,0
8.339152856093508,95.66202762782356,93.46858682188426,1
7.361716094628554,75.56711994304689,71.66206654517799,1
7.561064512368886,75.07581473435998,99.57788776715802,1
7.941433120173512,89.91475894833876,44.42779388412393,0
1.6664018656068134,82.49819653888827,73.23125706407924,0
4.226191556898454,85.09834386288517,98.15815213714595,0
2.0428215357261674,89.78963347180505,71.38587065020893,0
8.767930832880342,94.50026709087831,77.76391828811575,1
6.609683141448022,66.89975784257679,81.74492133907702,0
3.9780822236738427,68.7791476319972,67.27246388606639,0
1.5720251525742128,54.69909699204345,77.6534848050438,0
3.79884089544096,78.9140070498087,75.05885871538601,0
3.9266498982407234,51.797113689837104,94.06948062945935,0
7.566455605042576,73.27990090662301,42.72678282048747,0
6.738017242196918,77.13223173537884,56.85779137553382,0
8.98491468318694,64.32706260641422,97.02468904459352,0
5.249934326457543,79.54166302845053,93.41582703345497,1
2.0763482134447155,51.52501249695247,67.33940516714277,0
7.419203085006955,51.86740943746072,77.2079558680922,0
7.847065437552077,91.13002803298292,56.64287097886796,0
6.051494778125466,68.00953207056314,51.28726958342568,0
7.938704619591049,56.35302563259424,67.82190429639893,0
5.444160367279517,76.11216300274022,61.20113368156317,1
5.704595464437946,88.49967765493054,75.01936671105233,1
4.847869165226946,60.791051374842155,44.66407821789909,0
1.2287721406968566,81.14452379095002,98.46368845996999,0
1.97102284293974,54.2673732496884,99.17264466877617,0
1.2828626711806081,52.58408605843039,81.88970284118471,0
6.727693701374023,76.5677315784074,72.16578198064722,1
3.82920382968694,77.03175608050532,58.571656977179664,0
5.577136220482325,81.87149507491033,88.82770118241692,1
9.168098265334837,86.30456668613309,81.08387035323275,1
3.2436300623398746,98.79260397312673,49.75701636069348,0
4.693446307320667,75.81501741505977,94.65563106963054,0
7.799960246887438,66.1478236470623,89.35223457539014,0
3.059183489424602,89.75930973843518,96.98799479751544,0
1.6928191884591368,63.54161256310371,83.5431705033016,0
3.6077630762239123,71.9485710352818,76.80491175614739,0
2.4509915852860398,53.922819067113295,65.09458217743713,0
9.367278871083158,51.267537170772876,95.9637090012408,0
8.273083416079754,98.13242073389625,91.9638333700245,1
6.700633808593811,91.79900602561028,42.713120206371364,0
8.84314531168946,84.7987103046849,41.58201846983512,0
8.23304869209203,70.44764722071349,62.58780201268297,0
2.6791305299743224,58.66471600354229,88.63319984690997,0
9.0330309864098,57.8218521335543,99.23656775889667,0
5.854080177240856,62.512144908229764,49.02501346621169,0
8.266961396476564,77.46133323530603,75.6478429211281,1
9.06482169931144,85.72979613500311,62.85345139786129,1
3.8620312747467747,83.00986883588656,98.19486386887618,0
1.9904673207490908,63.99669484729714,90.52713538814251,0
3.051416462877475,97.7432640331597,90.29972228266827,0
4.843970097636307,86.89484583478843,68.12158958769822,0
8.362132893302437,77.71770262557004,64.8891701402599,1
8.74657524930709,80.5860373117176,56.40442431584238,0
1.0625691747807164,70.9800031213895,43.382529799055625,0
5.596725723198092,62.386549475057876,91.8833425753032,0
4.7566990283390105,67.79863393256308,88.77406054780465,0
2.9989702942365724,87.89230552321845,99.98306039716783,0
2.0787883060031453,50.719674431487796,99.79821022443431,0
4.038536542632651,55.80363202534581,73.32590233615764,0
9.486187335212673,52.30013210108764,86.13924491083063,0
3.908826388186797,52.03644011594851,96.68594379294568,0
5.669115595690295,92.77302920055035,90.97884344064468,1
7.3271706300566,85.18289296900119,54.84088610459186,0
4.272666421413646,73.70869145436626,67.03264811860561,0
9.746038744488645,54.89170803255007,47.7495649090897,0
9.662025654479,74.58079375584163,97.24306163552333,0
3.2660406624282774,73.67358853902829,76.3704780670528,0
5.475236553031469,58.66009349550076,53.71856833020776,0
3.707904788350927,71.69258246189865,80.30204106435141,0
3.5635644493972087,69.92523671986868,77.08769442747375,0
1.3319825261907952,80.79250490261083,61.48976308197043,0
6.486079005819072,81.75468254338219,46.81345553197774,0
5.524111209059753,52.265200488602225,80.29439173556798,0
1.463308761249904,68.73063073132356,71.2184620542276,0
3.507818178129503,81.29299578571182,86.33910350413836,0
9.174392973699883,75.15681292900439,71.2098100667196,1
3.1560570160027517,92.82449205941612,91.1308900191124,0
2.304053848821008,82.93468158094726,73.11441032646914,0
5.405074842498067,58.14672135407149,73.65627829212318,0
9.870854086995406,53.52843737002149,92.5992161595007,0
3.178497443603504,82.12096391031578,64.20897197274383,0
7.049219926652907,51.32556552708109,48.04091370703844,0
7.854576537958458,79.28877906367316,41.72696057880034,0
3.1387378959315972,97.01151207124788,85.30823534041714,0
7.553947137506736,78.77370889379395,77.21857308120788,1
4.3100481944732785,69.4084963103261,82.24478608595342,0
6.690752475342215,82.16441092211767,52.777849690534644,0
6.7017673968480524,72.91264452457582,48.18228853520618,0
5.821972156672826,77.28083946579675,40.87267994007291,0
1.8126079304896747,97.07324043882626,61.03525352839582,0
8.51772246030314,69.30513189003871,75.39506121127798,0
3.8870205847456223,98.05952819119571,63.53464270598394,0
2.678666593598688,95.26753209780318,66.24849532142375,0
1.3669762739928752,59.78955673946482,94.2495216696249,0
6.318036488694176,53.46806504375827,60.89532802139802,0
7.098079256580542,55.038900068871335,70.83936934958865,0
1.1492904603507053,50.91109128257749,87.01918076446859,0
5.608837524693529,54.72214803779642,63.79256693927621,0
3.0384619767814414,84.15033867081785,77.32520201367241,0
6.806555113685048,53.55943242301145,91.74182252480472,0
2.569297861044923,65.94878151468806,96.97123741945853,0
7.218439642922194,92.24376554847274,48.82440885574228,0
4.480618116704837,51.163596786791295,95.59525750968967,0
9.43056989863061,90.72342412944678,69.52697758477228,1
2.2376884973139393,64.09273873867,55.4946632979375,0
4.069597159452327,55.90824138108281,67.54814537429567,0
2.021261691165302,84.83685826820754,98.80195451712862,0
9.322242564507064,81.4471423389942,69.55708563957218,1
8.896054180428829,93.87360067635265,59.72509661725049,0
3.3214746494364005,86.75355219019428,78.00405125900355,0
6.939856414307611,90.17404651924244,54.408737126691584,0
8.354999801810942,64.10172862856533,44.551799686519836,0
5.996807304395161,58.87197718898614,47.73278331463895,0
5.766855205204059,87.53073758204292,47.682750337466345,0
3.1766706181040654,90.3417369633632,49.11416161073766,0
1.837924910253093,99.52525710003366,48.32963035896461,0
9.074941821579941,70.63088384557133,78.45248468819287,0
9.103762514469974,68.60090428963916,50.91280506394869,0
6.697913115459412,88.82064803709984,60.740036999431794,1
4.051268119438307,67.0401770126509,93.80730459436072,0
4.142886171513948,96.53786628017824,68.43769841577235,0
7.533601109832154,92.9206375921506,80.05346431126162,1
9.073992339573193,71.44970136875092,50.33919227209779,0
8.983777818386056,87.54355338957487,51.53734112852025,0
8.018879912718614,87.72714370423412,42.45211697598873,0
